canonical	count	symbol	root	quality	root_qual	common	root_common	pitch_names	chord_size
"011000110010"	14	D+M7/C#addG	D	augmented	D augmented	Persian pentamirror	D Persian pentamirror	C# D F# G A#	5
"101001011010"	14	Gm7/CaddA-	G	minor	G minor	dorian hexachord	G dorian hexachord	C D F G A- B-	6
"010010010010"	6925	A#o7/C#	A#	diminished	A# diminished	diminished seventh chord	A# diminished seventh chord	C# E G A#	4
"111001001100"	8	D-maj7/CaddA,D	D-	other	D- other	quasi raga Bauli	D- quasi raga Bauli	C D- D F A- A	6
"010011011010"	10	A#o7/C#addE#,G#	A#	other	A# other	combinatorial I (I11)	A# combinatorial I (I11)	C# E E# G G# A#	6
"111010010100"	11	Am7/CaddD-,D	A	minor	A minor		A 	C D- D E G A	6
"001010010001"	4536	Em7/D	E	minor	E minor	minor seventh chord	E minor seventh chord	D E G B	4
"110100100010"	5	C/ob9	C	diminished	C diminished	diminished-major ninth chord	C diminished-major ninth chord	C D- E- G- B-	5
"100000100010"	278	*	C	other	C other	incomplete half-diminished seventh chord	C incomplete half-diminished seventh chord	C G- B-	3
"011000101101"	17	G#/o11/C#	G#	diminished	G# diminished	minor hexachord	G# minor hexachord	C# D F# G# A B	6
"010011100100"	14	F#m7/C#addE#	F#	minor	F# minor	center-cluster pentamirror	F# center-cluster pentamirror	C# E E# F# A	5
"110100000010"	82	*	C	minor	C minor	minor tetramirror	C minor tetramirror	C D- E- B-	4
"000000100010"	4024	*	F#	major	F# major	interval class 4	F# interval class 4	F# A#	2
"100001110010"	6	*	G-	major	G- major	double-seconds triple-fourth pentachord	G- double-seconds triple-fourth pentachord	C F G- G B-	5
"110010010101"	6	*	G	other	G other		G 	C D- F- G A B	6
"110000100010"	18	G-/C	G-	major	G- major	all-interval tetrachord	G- all-interval tetrachord	C D- G- B-	4
"001100000110"	71	*	B-	major	B- major	double-fourth tetramirror	B- double-fourth tetramirror	D E- A B-	4
"010000101001"	185	*	G#	minor	G# minor	quartal tetramirror	G# quartal tetramirror	C# F# G# B	4
"010100100010"	185	D#m7/C#	D#	minor	D# minor	minor seventh chord	D# minor seventh chord	C# D# F# A#	4
"101101100100"	9	Dm7/CaddG-,E-	D	minor	D minor	combinatorial I (I1)	D combinatorial I (I1)	C D E- F G- A	6
"010110001000"	105	C#maddD#	C#	minor	C# minor	major-second minor tetrachord	C# major-second minor tetrachord	C# D# E G#	4
"011001001101"	23	Bo9/C#addA	B	diminished	B diminished	double-phrygian heachord	B double-phrygian heachord	C# D F A- A B	6
"001100011010"	47	E-maj7/DaddA-	E-	major	E- major	Balinese Pelog pentatonic	E- Balinese Pelog pentatonic	D E- G A- B-	5
"001000001100"	740	*	G#	other	G# other	tritone-fourth	G# tritone-fourth	D G# A	3
"000100110000"	463	*	E-	other	E- other	major-minor trichord	E- major-minor trichord	E- G- G	3
"011010110101"	28	C#/o11addA	C#	diminished	C# diminished	major scale	C# major scale	C# D E F# G A B	7
"010000001100"	950	*	A	major	A major	incomplete major-seventh chord	A incomplete major-seventh chord	C# G# A	3
"010001010100"	117	F+/C#addG	F	augmented	F augmented	augmented seventh chord	F augmented seventh chord	C# F G A	4
"100001000001"	779	*	B	other	B other	tritone-fourth	B tritone-fourth	C F B	3
"000100101101"	243	A-m7/C-addA	A-	minor	A- minor	minor-diminished ninth chord	A- minor-diminished ninth chord	E- G- A- A C-	5
"011001101101"	10	G#ob9/C#addF#	G#	diminished	G# diminished	harmonic minor scale	G# harmonic minor scale	C# D F F# G# A B	7
"101001010100"	242	Dm7/CaddG	D	minor	D minor	major pentatonic	D major pentatonic	C D F G A	5
"100110010001"	37	CmM7addE	C	other	C other	major-augmented ninth chord	C major-augmented ninth chord	C E- E G B	5
"001011100101"	7	B/o7/DaddF#,E	B	other	B other	blues scale	B blues scale	D E F F# A B	6
"001011100100"	20	DmaddF#,E	D	other	D other	center-cluster pentachord	D center-cluster pentachord	D E F F# A	5
"100100100010"	315	C/o7	C	diminished	C diminished	half-diminished seventh chord	C half-diminished seventh chord	C E- G- B-	4
"001011011010"	10	E/ob9/DaddA-	E	diminished	E diminished	combinatorial RI (RI8)	E combinatorial RI (RI8)	D E F G A- B-	6
"101100101000"	98	A-7/CaddD	A-	major	A- major	augmented-sixth pentachord	A- augmented-sixth pentachord	C D E- G- A-	5
"100001100010"	18	*	G-	major	G- major	minor-second quartal tetrachord	G- minor-second quartal tetrachord	C F G- B-	4
"100000001010"	829	*	A-	major	A- major	whole-tone trichord	A- whole-tone trichord	C A- B-	3
"010000100011"	132	F#/C#addB	F#	major	F# major	perfect-fourth major tetrachord	F# perfect-fourth major tetrachord	C# F# A# B	4
"000001110100"	8	*	F	major	F major	major-second tetracluster	F major-second tetracluster	F F# G A	4
"000101001000"	2390	*	F	minor	F minor	incomplete minor-seventh chord	F incomplete minor-seventh chord	E- F A-	3
"000000110001"	2088	*	G	major	G major	incomplete major-seventh chord	G incomplete major-seventh chord	F# G B	3
"000000011001"	307	*	G	major	G major	major-minor trichord	G major-minor trichord	G G# B	3
"000100011010"	1170	E-addA-	E-	major	E- major	perfect-fourth major tetrachord	E- perfect-fourth major tetrachord	E- G A- B-	4
"011100100101"	6	Bm9/C#addD#	B	other	B other		B 	C# D D# F# A B	6
"001000011010"	476	Gm/DaddA-	G	minor	G minor	all-interval tetrachord	G all-interval tetrachord	D G A- B-	4
"111000000000"	41	*	D	other	D other	chromatic trimirror	D chromatic trimirror	C C# D	3
"000001001011"	40	Fdim/C-addB-	F	diminished	F diminished	perfect-fourth diminished tetrachord	F perfect-fourth diminished tetrachord	F A- B- C-	4
"010101101001"	5	C#11	C#	major	C# major	dominant-eleventh	C# dominant-eleventh	C# D# E# F# G# B	6
"010100100101"	108	B9/C#	B	major	B major	dominant-ninth	B dominant-ninth	C# D# F# A B	5
"001011001010"	56	B-7/DaddE	B-	major	B- major	augmented-sixth pentachord	B- augmented-sixth pentachord	D E F A- B-	5
"000000010010"	27459	*	G	minor	G minor	interval class 3	G interval class 3	G B-	2
"010000011000"	111	*	C#	other	C# other	tritone-fourth	C# tritone-fourth	C# G G#	3
"010110100010"	34	D#m7/C#addE	D#	minor	D# minor	minor-diminished ninth chord	D# minor-diminished ninth chord	C# D# E F# A#	5
"000110101001"	76	F-M9/C-	F-	major	F- major	major-ninth chord	F- major-ninth chord	E- F- G- A- C-	5
"100110110001"	10	CdimaddG,E,B	C	other	C other		C 	C E- E G- G B	6
"101010010000"	2973	CaddD	C	major	C major	major-second major tetrachord	C major-second major tetrachord	C D E G	4
"010010001000"	3685	C#m	C#	minor	C# minor	minor triad	C# minor triad	C# E G#	3
"111100010000"	6	CmaddD-,D	C	minor	C minor	major-third pentacluster	C major-third pentacluster	C D- D E- G	5
"010010101001"	15	C#m7addF#	C#	minor	C# minor	major pentatonic	C# major pentatonic	C# E F# G# B	5
"000001100101"	45	*	B	other	B other	all-interval tetrachord	B all-interval tetrachord	F F# A B	4
"011001010010"	36	Gm7/C#	G	minor	G minor	Neapolitan pentachord	G Neapolitan pentachord	C# D F G B-	5
"001011000010"	523	B-/DaddE	B-	major	B- major	all-interval tetrachord	B- all-interval tetrachord	D E F B-	4
"101101010001"	39	CmM11	C	minor	C minor		C 	C D E- F G B	6
"111000000100"	71	Dpower/CaddC#	D	other	D other	minor third tetracluster	D minor third tetracluster	C C# D A	4
"011010001100"	70	Amaj7/C#addD	A	major	A major	Balinese Pelog pentatonic	A Balinese Pelog pentatonic	C# D E G# A	5
"000001100010"	264	*	G-	major	G- major	incomplete major-seventh chord	G- incomplete major-seventh chord	F G- B-	3
"000000100110"	232	*	F#	other	F# other	major-minor trichord	F# major-minor trichord	F# A A#	3
"010100100110"	5	D#/o7/C#addA#	D#	other	D# other	Neapolitan pentachord	D# Neapolitan pentachord	C# D# F# A A#	5
"000100110101"	102	*	E-	other	E- other	augmented-diminished ninth chord	E- augmented-diminished ninth chord	E- G- G A B	5
"001100000001"	209	*	B	other	B other	major-minor trichord	B major-minor trichord	D D# B	3
"000000101011"	9	G#m9/F#	G#	minor	G# minor	lydian tetrachord	G# lydian tetrachord	F# G# A# B	4
"001010110100"	688	DaddG,E	D	major	D major	major pentachord	D major pentachord	D E F# G A	5
"000000011101"	13	*	G	major	G major	major-second tetracluster	G major-second tetracluster	G G# A B	4
"000101001111"	5	F/o7/C-addA,B-	F	other	F other		F 	E- F A- A B- C-	6
"011011000101"	6	B/o9/C#addE	B	diminished	B diminished	melodic-minor hexachord	B melodic-minor hexachord	C# D E F A B	6
"001000000110"	2534	*	B-	major	B- major	incomplete major-seventh chord	B- incomplete major-seventh chord	D A B-	3
"100110000001"	29	*	C	other	C other	Arabian tetramirror	C Arabian tetramirror	C E- E B	4
"100010110110"	20	F#/ob9/CaddB-	F#	diminished	F# diminished	combinatorial RI (RI8)	F# combinatorial RI (RI8)	C E F# G A B-	6
"000011011010"	11	EdimaddF,A-	E	diminished	E diminished	alternating pentachord	E alternating pentachord	E F G A- B-	5
"100010000010"	4862	*	C	major	C major	incomplete dominant-seventh chord	C incomplete dominant-seventh chord	C E B-	3
"100011011010"	13	FmM11/C	F	minor	F minor		F 	C E F G A- B-	6
"011000000001"	811	*	B	minor	B minor	minor trichord	B minor trichord	C# D B	3
"000010101000"	584	*	E	major	E major	whole-tone trichord	E whole-tone trichord	E F# G#	3
"101000100000"	6320	*	D	major	D major	incomplete dominant-seventh chord	D incomplete dominant-seventh chord	C D F#	3
"110110000000"	5	*	C	other	C other	alternating tetramirror	C alternating tetramirror	C C# E- E	4
"011000000100"	2112	Dpower/C#	D	other	D other	incomplete major-seventh chord	D incomplete major-seventh chord	C# D A	3
"101101010010"	34	Cm11	C	minor	C minor	C all combinatorial (P6, I3, RI9)	C C all combinatorial (P6, I3, RI9)	C D E- F G B-	6
"000100000110"	706	*	A	other	A other	tritone-fourth	A tritone-fourth	E- A B-	3
"010101001010"	27	A#m7/C#addD#	A#	minor	A# minor	major pentatonic	A# major pentatonic	C# D# E# G# A#	5
"010000010000"	5179	*	C#	other	C# other	tritone	C# tritone	C# G	2
"110001000001"	6	*	D-	major	D- major	major third tetracluster	D- major third tetracluster	C D- F C-	4
"001001011001"	536	G7/DaddA-	G	major	G major	flat-ninth pentachord	G flat-ninth pentachord	D F G A- B	5
"001001110100"	12	DmaddG,F#	D	other	D other	center-cluster pentachord	D center-cluster pentachord	D F F# G A	5
"011001000011"	5	B-/C#addB	B-	major	B- major	major-minor-diminished pentachord	B- major-minor-diminished pentachord	C# D F B- B	5
"000011001010"	27	*	A#	other	A# other	all-interval tetrachord	A# all-interval tetrachord	E E# G# A#	4
"110100001000"	215	A-/CaddD-	A-	major	A- major	perfect-fourth major tetrachord	A- perfect-fourth major tetrachord	C D- E- A-	4
"101000010011"	6	Gm/CaddB	G	other	G other	center-cluster pentachord	G center-cluster pentachord	C D G B- B	5
"100000000011"	68	*	C	other	C other	chromatic trimirror	C chromatic trimirror	C B- B	3
"010001100101"	26	F#mM7/C#addB	F#	minor	F# minor	enigmatic pentachord	F# enigmatic pentachord	C# E# F# A B	5
"010001001111"	7	A+M9/C#addA#	A	augmented	A augmented		A 	C# E# G# A A# B	6
"001010100101"	167	Bm7/DaddE	B	minor	B minor	major pentatonic	B major pentatonic	D E F# A B	5
"100110110000"	38	CdimaddG,E	C	other	C other	major-minor diminished pentachord	C major-minor diminished pentachord	C E- E G- G	5
"100100010110"	264	A/ob9/C	A	diminished	A diminished	diminished-major ninth chord	A diminished-major ninth chord	C E- G A B-	5
"010101001001"	19	C#9	C#	major	C# major	dominant-ninth	C# dominant-ninth	C# D# E# G# B	5
"010010011100"	104	A7/C#addG#	A	major	A major	diminished pentacluster	A diminished pentacluster	C# E G G# A	5
"000101100010"	107	E-maddF	E-	minor	E- minor	major-second minor tetrachord	E- major-second minor tetrachord	E- F G- B-	4
"000010000011"	191	*	A#	other	A# other	tritone-fourth	A# tritone-fourth	E A# B	3
"001011010110"	18	E/o11/D	E	diminished	E diminished	minor hexachord	E minor hexachord	D E F G A B-	6
"101001010101"	122	G11/C	G	major	G major	dominant-eleventh	G dominant-eleventh	C D F G A B	6
"010000001110"	9	*	A	major	A major	minor third tetracluster	A minor third tetracluster	C# G# A A#	4
"101100011010"	13	A-M9/CaddD	A-	major	A- major	phrygian hexamirror	A- phrygian hexamirror	C D E- G A- B-	6
"011000000110"	59	Dpower/C#addA#	D	other	D other	Arabian tetramirror	D Arabian tetramirror	C# D A A#	4
"001010010010"	1645	E/o7/D	E	diminished	E diminished	half-diminished seventh chord	E half-diminished seventh chord	D E G B-	4
"001000100110"	334	B-+M7/D	B-	augmented	B- augmented	augmented major tetrachord	B- augmented major tetrachord	D F# A B-	4
"001001001010"	14666	B-7/D	B-	major	B- major	dominant seventh chord	B- dominant seventh chord	D F A- B-	4
"000101000011"	14	*	C-	major	C- major	minor-second quartal tetrachord	C- minor-second quartal tetrachord	E- F B- C-	4
"001011100001"	13	Bdim/DaddF#,E	B	other	B other	minor-seventh pentacluster	B minor-seventh pentacluster	D E F F# B	5
"110001001000"	449	D-maj7/C	D-	major	D- major	major seventh chord	D- major seventh chord	C D- F A-	4
"100100101001"	20	A-7/C-addC-	A-	other	A- other	Neapolitan pentachord	A- Neapolitan pentachord	C E- G- A- C-	5
"001001101010"	22	B-7/DaddF#	B-	other	B- other	augmented-diminished ninth chord	B- augmented-diminished ninth chord	D F F# A- B-	5
"010100101000"	84	*	D#	minor	D# minor	quartal tetramirror	D# quartal tetramirror	C# D# F# G#	4
"010000010101"	232	A9/C#	A	major	A major	whole-tone tetramirror	A whole-tone tetramirror	C# G A B	4
"110001001010"	35	B-m9/C	B-	minor	B- minor	minor-ninth chord	B- minor-ninth chord	C D- F A- B-	5
"100000010101"	463	Am9/C	A	minor	A minor	lydian tetrachord	A lydian tetrachord	C G A B	4
"000000100000"	30811	F#pedal	F#	other	F# other	unison	F# unison	F#	1
"101011100000"	5	Dm9/CaddF#,omitA	D	other	D other	tritone-contracting pentachord	D tritone-contracting pentachord	C D E F F#	5
"100000110010"	61	*	C	other	C other	all-interval tetrachord	C all-interval tetrachord	C G- G B-	4
"001000110000"	2313	Gpower/DaddF#	G	other	G other	incomplete major-seventh chord	G incomplete major-seventh chord	D F# G	3
"100100011100"	39	A-maj7/CaddA	A-	major	A- major	diminished pentacluster	A- diminished pentacluster	C E- G A- A	5
"011100000000"	27	*	D	other	D other	chromatic trimirror	D chromatic trimirror	C# D D#	3
"101000001110"	9	B-9/CaddA,omitF	B-	major	B- major	tritone-expanding pentachord	B- tritone-expanding pentachord	C D A- A B-	5
"000110100101"	292	C-7addF-	C-	major	C- major	Kumoi pentachord	C- Kumoi pentachord	E- F- G- B-- C-	5
"000011001001"	271	EaddE#	E	major	E major	major-diminished tetrachord	E major-diminished tetrachord	E E# G# B	4
"110000000001"	13	*	C	other	C other	chromatic trimirror	C chromatic trimirror	C C# B	3
"000100001011"	48	A-m/C-addB-	A-	minor	A- minor	major-second minor tetrachord	A- major-second minor tetrachord	E- A- B- C-	4
"011001100000"	16	*	D	major	D major	Arabian tetramirror	D Arabian tetramirror	C# D E# F#	4
"101000000000"	10902	*	D	other	D other	interval class 2	D interval class 2	C D	2
"010000100000"	4309	F#power/C#	F#	other	F# other	interval class 5	F# interval class 5	C# F#	2
"101000001000"	735	*	D	other	D other	incomplete half-diminished seventh chord	D incomplete half-diminished seventh chord	C D A-	3
"011011010110"	8	C#o11addA	C#	diminished	C# diminished	harmonic minor scale	C# harmonic minor scale	C# D E F G A B-	7
"010001101100"	24	F#mM9/C#	F#	minor	F# minor	minor-major ninth chord	F# minor-major ninth chord	C# E# F# G# A	5
"010100001100"	10	*	A	major	A major	minor-second quartal tetrachord	A minor-second quartal tetrachord	C# D# G# A	4
"110000100100"	151	F#dim/CaddC#	F#	other	F# other	minor-diminished tetrachord	F# minor-diminished tetrachord	C C# F# A	4
"000110000001"	534	F-power/C-addE-	F-	other	F- other	incomplete major-seventh chord	F- incomplete major-seventh chord	E- F- C-	3
"011000010110"	44	Gm/C#addA	G	minor	G minor	Roma (Gypsy) pentachord	G Roma (Gypsy) pentachord	C# D G A B-	5
"010100000010"	1347	D#power/C#	D#	other	D# other	incomplete dominant-seventh chord	D# incomplete dominant-seventh chord	C# D# A#	3
"010010101101"	12	F#m11/C#	F#	minor	F# minor	C all combinatorial (P6, I3, RI9)	F# C all combinatorial (P6, I3, RI9)	C# E F# G# A B	6
"001011101101"	5	E7/DaddA,F,F#	E	major	E major		E 	D E F F# G# A B	7
"000010001011"	58	EaddA#	E	major	E major	all-interval tetrachord	E all-interval tetrachord	E G# A# B	4
"100101000100"	16446	F7/C	F	major	F major	dominant seventh chord	F dominant seventh chord	C E- F A	4
"100101010010"	173	Cm7addF	C	minor	C minor	major pentatonic	C major pentatonic	C E- F G B-	5
"010100110000"	38	*	D#	minor	D# minor	all-interval tetrachord	D# all-interval tetrachord	C# D# F# G	4
"010010010110"	455	A7/C#addB-	A	major	A major	flat-ninth pentachord	A flat-ninth pentachord	C# E G A B-	5
"010011010010"	217	A#o7/C#addE#	A#	other	A# other	diminished minor-ninth chord	A# diminished minor-ninth chord	C# E E# G A#	5
"000100010000"	28393	*	E-	major	E- major	interval class 4	E- interval class 4	E- G	2
"101001001000"	1454	D/o7/C	D	diminished	D diminished	half-diminished seventh chord	D half-diminished seventh chord	C D F A-	4
"001101001011"	15	B-7/DaddE-,B	B-	major	B- major	combinatorial RI (RI9)	B- combinatorial RI (RI9)	D E- F A- B- B	6
"001010110000"	468	Em9/D	E	minor	E minor	lydian tetrachord	E lydian tetrachord	D E F# G	4
"010001000011"	37	A#m/C#addB	A#	minor	A# minor	all-interval tetrachord	A# all-interval tetrachord	C# E# A# B	4
"001001100001"	258	Bdim/DaddF#	B	other	B other	minor-diminished tetrachord	B minor-diminished tetrachord	D F F# B	4
"010110110011"	17	C#/o13	C#	diminished	C# diminished	harmonic major scale	C# harmonic major scale	C# D# E F# G A# B	7
"000100100100"	4568	*	F#	minor	F# minor	diminished triad	F# diminished triad	E- F# A	3
"010110101000"	11	C#maddF#,D#	C#	minor	C# minor	dorian pentachord	C# dorian pentachord	C# D# E F# G#	5
"101101001010"	125	B-11/C	B-	major	B- major	dominant-eleventh	B- dominant-eleventh	C D E- F A- B-	6
"010101000100"	68	A+/C#addD#	A	augmented	A augmented	augmented seventh chord	A augmented seventh chord	C# D# E# A	4
"000010001010"	326	*	A#	other	A# other	incomplete half-diminished seventh chord	A# incomplete half-diminished seventh chord	E G# A#	3
"000110110010"	6	E-maddG,F-	E-	other	E- other	major-minor-diminished pentachord	E- major-minor-diminished pentachord	E- F- G- G B-	5
"000101110010"	27	E-maddG,F	E-	other	E- other	center-cluster pentachord	E- center-cluster pentachord	E- F G- G B-	5
"010110100011"	7	BM11/C#	B	major	B major	locrian hexachord	B locrian hexachord	C# D# E F# A# B	6
"000001110101"	9	*	G-	other	G- other	tritone-expanding pentachord	G- tritone-expanding pentachord	F G- G A B	5
"001000100101"	4002	Bm7/D	B	minor	B minor	minor seventh chord	B minor seventh chord	D F# A B	4
"100100000110"	1096	Adim/CaddB-	A	diminished	A diminished	minor-second diminished tetrachord	A minor-second diminished tetrachord	C E- A B-	4
"100010001100"	245	AmM7/C	A	minor	A minor	minor-augmented tetrachord	A minor-augmented tetrachord	C E G# A	4
"011001001001"	124	Bo9/C#	B	diminished	B diminished	flat-ninth pentachord	B flat-ninth pentachord	C# D F A- B	5
"010100100100"	321	D#/o7/C#	D#	diminished	D# diminished	half-diminished seventh chord	D# half-diminished seventh chord	C# D# F# A	4
"100101100101"	5	F7/C-addG-,C-	F	other	F other	Stravinsky's Petrouchka-chord	F Stravinsky's Petrouchka-chord	C E- F G- A C-	6
"000000010101"	2591	*	G	major	G major	whole-tone trichord	G whole-tone trichord	G A B	3
"001010100010"	105	D+addE	D	augmented	D augmented	augmented seventh chord	D augmented seventh chord	D E F# A#	4
"000101011000"	334	Fm9/E-	F	minor	F minor	lydian tetrachord	F lydian tetrachord	E- F G A-	4
"001001110000"	104	Gpower/DaddF,F#	G	other	G other	minor third tetracluster	G minor third tetracluster	D F F# G	4
"000110010010"	79	E-addE	E-	major	E- major	major-diminished tetrachord	E- major-diminished tetrachord	E- E G B-	4
"000100100001"	7192	C-	C-	major	C- major	major triad	C- major triad	E- G- C-	3
"001010101000"	174	E9/D	E	major	E major	whole-tone tetramirror	E whole-tone tetramirror	D E F# G#	4
"101000000001"	1550	*	B	minor	B minor	phrygian trichord	B phrygian trichord	C D B	3
"001100000100"	383	DpoweraddE-	D	other	D other	tritone-fourth	D tritone-fourth	D E- A	3
"011001011101"	14	G7/C#addA,A-	G	major	G major		G 	C# D F G A- A B	7
"111000010101"	71	*	G	other	G other	combinatorial I (I3)	G combinatorial I (I3)	C D- D G A B	6
"001010101001"	347	E9/D	E	major	E major	dominant-ninth	E dominant-ninth	D E F# G# B	5
"000000000001"	41291	Bpedal	B	other	B other	unison	B unison	B	1
"101100101001"	10	A-7/CaddB,D	A-	major	A- major	combinatorial RI (RI4)	A- combinatorial RI (RI4)	C D E- G- A- B	6
"010000011100"	24	*	A	major	A major	major third tetracluster	A major third tetracluster	C# G G# A	4
"100010011110"	7	A-+M9/CaddA	A-	augmented	A- augmented		A- 	C E G A- A B-	6
"100011000000"	2103	Fpower/CaddE	F	other	F other	incomplete major-seventh chord	F incomplete major-seventh chord	C E F	3
"000000000111"	10	*	B-	other	B- other	chromatic trimirror	B- chromatic trimirror	A B- B	3
"100001011100"	14	Fm/CaddG,A	F	other	F other	center-cluster pentachord	F center-cluster pentachord	C F G A- A	5
"000011000000"	3392	*	F	other	F other	interval class 1	F interval class 1	E F	2
"001100100101"	16	*	E-	other	E- other	Neapolitan pentachord	E- Neapolitan pentachord	D E- G- A B	5
"110101000100"	21	D-+M9/C	D-	augmented	D- augmented	augmented-diminished ninth chord	D- augmented-diminished ninth chord	C D- E- F A	5
"001000011110"	6	Gm/DaddA,A-	G	minor	G minor	major-third pentacluster	G major-third pentacluster	D G A- A B-	5
"100001001000"	11341	Fm/C	F	minor	F minor	minor triad	F minor triad	C F A-	3
"000000001011"	95	*	G#	minor	G# minor	minor trichord	G# minor trichord	G# A# B	3
"010101011000"	14	C#addF##,D#	C#	major	C# major	lydian pentachord	C# lydian pentachord	C# D# E# F## G#	5
"011001011111"	44	Gm7/C#addA,A-,B	G	other	G other		G 	C# D F G A- A B- B	8
"101000100001"	582	Bm/C	B	minor	B minor	all-interval tetrachord	B all-interval tetrachord	C D F# B	4
"001001100011"	12	B-/DaddF#,B	B-	other	B- other	Persian pentamirror	B- Persian pentamirror	D F F# B- B	5
"000001001000"	11849	*	F	minor	F minor	interval class 3	F interval class 3	F A-	2
"101000010010"	1330	Gm/C	G	minor	G minor	perfect-fourth minor tetrachord	G perfect-fourth minor tetrachord	C D G B-	4
"000000000101"	7289	*	B	other	B other	interval class 2	B interval class 2	A B	2
"100101001000"	2164	Fm7/C	F	minor	F minor	minor seventh chord	F minor seventh chord	C E- F A-	4
"101000100101"	970	Bm7/C	B	minor	B minor	minor-diminished ninth chord	B minor-diminished ninth chord	C D F# A B	5
"001100000010"	1807	E-power/D	E-	other	E- other	incomplete major-seventh chord	E- incomplete major-seventh chord	D E- B-	3
"011101011111"	10	A+11/C#addA#,G#,D#	A	augmented	A augmented		A 	C# D D# E# G G# A A# B	9
"011010010000"	1333	C#dimaddD	C#	diminished	C# diminished	minor-second diminished tetrachord	C# minor-second diminished tetrachord	C# D E G	4
"100001010101"	90	F/CaddG,B	F	major	F major	lydian pentachord	F lydian pentachord	C F G A B	5
"000001000110"	1992	B-power/FaddA	B-	other	B- other	incomplete major-seventh chord	B- incomplete major-seventh chord	F A B-	3
"101011000100"	266	Dm9/C	D	minor	D minor	minor-ninth chord	D minor-ninth chord	C D E F A	5
"011010001101"	155	AM11/C#	A	major	A major	locrian hexachord	A locrian hexachord	C# D E G# A B	6
"101100010110"	11	A/o11/C	A	diminished	A diminished	minor hexachord	A minor hexachord	C D E- G A B-	6
"010100011110"	15	*	A	major	A major		A 	C# D# G G# A A#	6
"000001010101"	304	G9/F	G	major	G major	whole-tone tetramirror	G whole-tone tetramirror	F G A B	4
"001101010010"	494	E-M9/D	E-	major	E- major	major-ninth chord	E- major-ninth chord	D E- F G B-	5
"100100010000"	22056	Cm	C	minor	C minor	minor triad	C minor triad	C E- G	3
"000110100000"	355	*	E-	minor	E- minor	phrygian trichord	E- phrygian trichord	E- F- G-	3
"100101110000"	8	CdimaddG,F	C	other	C other	minor-seventh pentacluster	C minor-seventh pentacluster	C E- F G- G	5
"100010000111"	11	Am/CaddB-,B	A	minor	A minor	major-third pentacluster	A major-third pentacluster	C E A B- B	5
"000000000100"	77417	Apedal	A	other	A other	unison	A unison	A	1
"001001001011"	221	B-7/DaddB	B-	major	B- major	flat-ninth pentachord	B- flat-ninth pentachord	D F A- B- B	5
"010001010010"	551	F##/o7/C#	F##	diminished	F## diminished	half-diminished seventh chord	F## half-diminished seventh chord	C# E# F## A#	4
"011001100010"	6	*	D	other	D other	Lebanese pentachord	D Lebanese pentachord	C# D F F# A#	5
"010010100010"	2302	F#7/C#	F#	major	F# major	dominant seventh chord	F# dominant seventh chord	C# E F# A#	4
"100110000010"	36	*	C	other	C other	all-interval tetrachord	C all-interval tetrachord	C E- E B-	4
"000000011100"	30	*	A	other	A other	chromatic trimirror	A chromatic trimirror	G G# A	3
"001100100010"	105	E-mM7/D	E-	minor	E- minor	minor-augmented tetrachord	E- minor-augmented tetrachord	D E- G- B-	4
"001101000000"	1283	*	D	minor	D minor	phrygian trichord	D phrygian trichord	D E- F	3
"010010001010"	161	A#/o7/C#	A#	diminished	A# diminished	half-diminished seventh chord	A# half-diminished seventh chord	C# E G# A#	4
"011011011111"	5	C#o11addA,G#,B	C#	other	C# other		C# 	C# D E F G G# A B- B	9
"100000010000"	23822	Cpower	C	other	C other	interval class 5	C interval class 5	C G	2
"100000001001"	322	*	A-	other	A- other	major-minor trichord	A- major-minor trichord	C A- C-	3
"101011100100"	17	Dm9/CaddF#	D	other	D other		D 	C D E F F# A	6
"110001001001"	18	D-maj7/C-addC-	D-	major	D- major	diminished pentacluster	D- diminished pentacluster	C D- F A- C-	5
"100000001100"	323	*	A-	major	A- major	major-minor trichord	A- major-minor trichord	C A- A	3
"011000100110"	6	Dmaj7/C#addA#	D	other	D other	Lebanese pentachord	D Lebanese pentachord	C# D F# A A#	5
"001010000010"	1167	*	E	other	E other	incomplete half-diminished seventh chord	E incomplete half-diminished seventh chord	D E B-	3
"100111000100"	131	F7/CaddE	F	major	F major	diminished pentacluster	F diminished pentacluster	C E- E F A	5
"000110110100"	14	*	F-	other	F- other	alternating pentachord	F- alternating pentachord	E- F- G- G A	5
"001100010111"	5	E-maj7/DaddA,B	E-	other	E- other	combinatorial I (I1)	E- combinatorial I (I1)	D E- G A B- B	6
"000100110010"	192	E-maddG	E-	other	E- other	major-minor tetramirror	E- major-minor tetramirror	E- G- G B-	4
"011000110001"	24	Gmaj7/C#	G	major	G major	Hirajoshi pentatonic	G Hirajoshi pentatonic	C# D F# G B	5
"010100010011"	16	G+/C#addA#	G	augmented	G augmented	augmented-diminished ninth chord	G augmented-diminished ninth chord	C# D# G A# B	5
"010100100001"	216	B/C#	B	major	B major	major-second major tetrachord	B major-second major tetrachord	C# D# F# B	4
"010010011000"	61	C#dimaddG#	C#	other	C# other	minor-diminished tetrachord	C# minor-diminished tetrachord	C# E G G#	4
"101000000011"	16	*	B-	major	B- major	major-second tetracluster	B- major-second tetracluster	C D B- B	4
"100100000011"	24	*	C	minor	C minor	minor third tetracluster	C minor third tetracluster	C E- B- C-	4
"000001100100"	260	*	F	major	F major	major-minor trichord	F major-minor trichord	F F# A	3
